"Record ID","Title","Subject","Institution","Journal","Publisher","Country","RetractionDate","RetractionDOI","RetractionPubMedID","OriginalPaperDate","OriginalPaperDOI","OriginalPaperPubMedID","Reason","Notes","Year"
65301,"Performance evaluation of financial special poverty alleviation development funds under the background of rural revitalization with 2-tuple linguistic Pythagorean fuzzy information","(B/T) Business - Economics;(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;","Zaozhuang University, Zaozhuang, Shandong, P.R. China;","Journal of Intelligent & Fuzzy Systems","IOS Press (bought by Sage November 2023)","China",2025-01-15,"10.3233/JIFS-21934",0,"9/13/2023 0:00","10.3233/jifs-232168",0,"Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Authorship/Affiliation;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;",NA,"2025"
65298,"Outlier-resistant non-fragile observer-based fuzzy boundary control for interconnected nonlinear PDE systems","(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;","School of Information Engineering, Henan University of Science and Technology, Luoyang, China;","Journal of Intelligent & Fuzzy Systems","IOS Press (bought by Sage November 2023)","China",2025-01-15,"10.3233/JIFS-219434",0,"4/23/2024 0:00","10.3233/jifs-238858",0,"Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Authorship/Affiliation;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;",NA,"2025"
65293,"Optimal type-3 fuzzy control and analysis of complicated financial systems","(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;","School of Economics, Fujian Normal University, Fuzhou, China; National key project laboratory, Jiangxi University of Engineering, Xinyu, China; Department of Mathematics, Faculty of Arts and Sciences, Yildiz Technical University, Esenler, Istanbul, Turkey; Multidisciplinary Center for Infrastructure Engineering, Shenyang University of Technology, Shenyang, China; Faculty of Organizational Sciences, University of Belgrade, Belgrade, Serbia; American University of the Middle East, Department of Mathematics & Statistics, Egaila, Kuwait;","Journal of Intelligent & Fuzzy Systems","IOS Press (bought by Sage November 2023)","China;Kuwait;Serbia;Turkey",2025-01-15,"10.3233/JIFS-219434",0,"2/2/2023 0:00","10.3233/jifs-223396",0,"Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;",NA,"2025"
65291,"Operational efficiency evaluation of Urban and rural residents’ basic pension insurance system based on the triangular fuzzy neutrosophic GRA method","(B/T) Business - Economics;(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;","Department of Economic Management, Sichuan College of Architectural Technology, Chengdu, China; College of Finance and Logistics Management, Liuzhou Vocational & Technical College, Liuzhou, Guangxi, China;","Journal of Intelligent & Fuzzy Systems","IOS Press (bought by Sage November 2023)","China",2025-01-15,"10.3233/JIFS-219434",0,"3/9/2013 0:00","10.3233/jifs-221631",0,"Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Authorship/Affiliation;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;",NA,"2025"
65289,"Novel fuzzy topologies formed by fuzzy primal frameworks","(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;","Department of Mathematics, College of Science, University of Duhok, Duhok, Iraq; Department of Mathematics, College of Basic Education, University of Duhok, Duhok, Iraq; Department of Mathematics, Sana’a University, Sana’a, Yemen; Jadara University Research Center, Jadara University, Jordan; Department of Engineering Mathematics & Physics, Faculty of Engineering & Technology, Future University, New Cairo, Egypt; Department of Mathematics, Faculty of Science, University of Zakho, Zakho, Iraq; Department of Computer Science, College of Science, Cihan University-Duhok, Iraq;","Journal of Intelligent & Fuzzy Systems","IOS Press (bought by Sage November 2023)","Egypt;Iraq;Jordan;Yemen",2025-01-15,"10.3233/JIFS-219434",0,"3/23/2024 0:00","10.3233/jifs-238408",0,"Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Authorship/Affiliation;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;",NA,"2025"
65288,"Notes on intuitionistic fuzzy soft ideals in BCK/BCI-algebras","(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;(PHY) Mathematics;","School of Mathematics, Northwest University, Xi’an, Shaanxi, China;","Journal of Intelligent & Fuzzy Systems","IOS Press (bought by Sage November 2023)","China",2025-01-15,"10.3233/JIFS-219434",0,"2/22/2022 0:00","10.3233/jifs-212589",0,"Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Authorship/Affiliation;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;",NA,"2025"
65284,"Music genre selection based on computer data analysis for user preference using fuzzy classification by deep learning model","(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;(HUM) Arts - Music;","College of Music and Dance, Huagiao University, Xiamen, China; College of Engineering, Huaqiao University, Quanzhou, China;","Journal of Intelligent & Fuzzy Systems","IOS Press (bought by Sage November 2023)","China",2025-01-15,"10.3233/JIFS-219434",0,"2/23/2024 0:00","10.3233/jifs-235478",0,"Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Authorship/Affiliation;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;",NA,"2025"
65283,"Multiple-attribute group decision-making method of linguistic q-rung orthopair fuzzy generalized power average operator based on DEMATEL","(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;","School of Mathematical Sciences, Anhui University, Hefei, Anhui, China; Anhui University Center for Applied Mathematics, Anhui University, Hefei, China; The Stony Brook Institute, Anhui University, Hefei, Anhui, China;","Journal of Intelligent & Fuzzy Systems","IOS Press (bought by Sage November 2023)","China",2025-01-15,"10.3233/JIFS-219434",0,"11/10/2023 0:00","10.3233/jifs-212832",0,"Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Authorship/Affiliation;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;",NA,"2025"
65278,"Multi-granularity decision-theoretic rough sets based on the fuzzy T-equivalence relation with new strategies","(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;","School of Software, East China Jiaotong University, Nanchang, Jiangxi, China; Department of Mathematics and Computer Science, Gannan Normal University, Ganzhou, China;","Journal of Intelligent & Fuzzy Systems","IOS Press (bought by Sage November 2023)","China",2025-01-15,"10.3233/JIFS-219434",0,"11/26/2022 0:00","10.3233/ifs-222910",0,"Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Authorship/Affiliation;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;",NA,"2025"
65277,"Multi-dimensionality reputation evaluation model for C2 C E-commerce in hesitant triangular fuzzy setting","(B/T) Business - Economics;(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;","School of Economics and Management, South China Normal University, Guangzhou, Guangdong, China; Lingnan institute of technology, Guangzhou, Guangdong, China;","Journal of Intelligent & Fuzzy Systems","IOS Press (bought by Sage November 2023)","China",2025-01-15,"10.3233/JIFS-179243",0,"6/10/2019 0:00","10.3233/jifs-179243",0,"Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Authorship/Affiliation;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;",NA,"2025"
65276,"Multi-criteria group decision-making based on dombi aggregation operators under p, q-quasirung orthopair fuzzy sets","(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;","Department of Mathematics and Statistics, Hazara University, Mansehra, KPK, Pakistan; Future University in Egypt, New Cairo, Egypt; Cairo University, Faculty of Computers and Artificial Intelligence, Giza, Egypt; Department of Mathematics, College of Science and Arts, Qassim University, Al-Badaya, Saudi Arabia; Department of Operations and Management Research, Faculty of Graduate Studies for Statistical Research, Cairo University, Giza, Egypt;","Journal of Intelligent & Fuzzy Systems","IOS Press (bought by Sage November 2023)","Egypt;Pakistan;Saudi Arabia",2025-01-15,"10.3233/JIFS-219434",0,"10/26/2023 0:00","10.3233/jifs-233327",0,"Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;False/Forged Authorship;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;","Muhammad Rahim raheem_maths@hu.edu.pk, ElSayed M. Tag Eldin, Salma Khan, Nivin A. Ghamry, Agaeb Mahal Alanzi, and Hamiden Abd El-Wahed Khalifa","2025"
65275,"Multi-attribute three-way decision making based on interval-valued intuitionistic fuzzy sets","(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;","School of Mathematical Sciences, Sichuan Normal University, Chengdu, Sichuan, PR China;","Journal of Intelligent & Fuzzy Systems","IOS Press (bought by Sage November 2023)","China",2025-01-15,"10.3233/JIFS-219434",0,"2/3/2024 0:00","10.3233/jifs-236356",0,"Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Authorship/Affiliation;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;",NA,"2025"
65274,"Multi-attribute group decision-making problem based on some induced Einstein aggregation operators under complex fuzzy environment","(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;","Department of Mathematics Shaheed Benazir Bhutto University Sheringal, Pakistan; Center for Combinatorics, Nankai University, Tianjin, China;","Journal of Intelligent & Fuzzy Systems","IOS Press (bought by Sage November 2023)","China;Pakistan",2025-01-15,"10.3233/JIFS-219434",0,"9/24/2022 0:00","10.3233/jifs-221538",0,"Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Authorship/Affiliation;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;",NA,"2025"
65273,"Multi-attribute decision-making based on dual probabilistic interval-valued intuitionistic hesitant fuzzy weighted heronian mean aggregation operator","(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;","School of Mathematical Science, Sichuan Normal University, China; Center for Combinatorics, Nankai University, Tianjin, China;","Journal of Intelligent & Fuzzy Systems","IOS Press (bought by Sage November 2023)","China",2025-01-15,"10.3233/JIFS-219434",0,"8/20/2023 0:00","10.3233/jifs-231146",0,"Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Authorship/Affiliation;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;",NA,"2025"
65267,"Modified method for college students’ career planning evaluation based on the probabilistic hesitant fuzzy multiple attributes group decision making","(B/T) Business - General;(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;","Department of Education and Institute of Schooling Reform and Development, Faculty of Education, East China Normal University, Shanghai, China; School of Computer Science and Technology, East China Normal University, Shanghai, China;","Journal of Intelligent & Fuzzy Systems","IOS Press (bought by Sage November 2023)","China",2025-01-15,"10.3233/JIFS-219434",0,"1/10/2024 0:00","10.3233/jifs-232606",0,"Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Authorship/Affiliation;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;",NA,"2025"
65266,"Modified EDAS method for spherical fuzzy multiple attribute group decision making and applications to English classroom teaching quality evaluation","(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;(SOC) Education;(SOC) Linguistics;","Zhengzhou University of Economics and Business, Zhengzhou, Henan, P.R. China;","Journal of Intelligent & Fuzzy Systems","IOS Press (bought by Sage November 2023)","China",2025-01-15,"10.3233/JIFS-219434",0,"5/31/2023 0:00","10.3233/jifs-230962",0,"Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Authorship/Affiliation;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;",NA,"2025"
65265,"Modified cross-entropy methodology for art teaching effectiveness evaluation of primary schools with the triangular fuzzy neutrosophic information","(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;(SOC) Education;","School of Education Science, Nanjing Normal University, Nanjing, China; School of Education Science, Jiangsu Normal University, Xuzhou, China; School of Computer and Electronic Information, Nanjing Normal University, Nanjing, China;","Journal of Intelligent & Fuzzy Systems","IOS Press (bought by Sage November 2023)","China",2025-01-15,"10.3233/JIFS-219434",0,"7/13/2023 0:00","10.3233/jifs-232638",0,"Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;",NA,"2025"
65264,"Modified Cross-entropy method for evaluating the higher vocational education management quality under the fuzzy number intuitionistic fuzzy sets","(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;(SOC) Education;","Yiwu Industrial & Commercial College, Jinhua, Yiwu, Zhejiang, China;","Journal of Intelligent & Fuzzy Systems","IOS Press (bought by Sage November 2023)","China",2025-01-15,"10.3233/JIFS-219434",0,"4/26/2023 0:00","10.3233/jifs-230094",0,"Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Authorship/Affiliation;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;",NA,"2025"
65257,"MAGDM method based on generalized hesitant fuzzy TODIM and cumulative prospect theory and application to recruitment of university researchers","(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;","School of Mathematics and Statistics, Liupanshui Normal University, Liupanshui, P.R. China; School of Economics and Management, Chongqing University of Arts and Sciences, Chongqing, China; School of Business, Sichuan Normal University, Chengdu, P.R. China;","Journal of Intelligent & Fuzzy Systems","IOS Press (bought by Sage November 2023)","China",2025-01-15,"10.3233/JIFS-219434",0,"4/15/2023 0:00","10.3233/jifs-224437",0,"Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Authorship/Affiliation;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;",NA,"2025"
65256,"MADM framework based on the triangular Pythagorean fuzzy sets and applications to college public English teaching quality evaluation","(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;(SOC) Education;(SOC) Linguistics;","Nanjing Normal University Zhongbei College, Danyang, Jiangsu, China;","Journal of Intelligent & Fuzzy Systems","IOS Press (bought by Sage November 2023)","China",2025-01-15,"10.3233/JIFS-219434",0,"6/29/2023 0:00","10.3233/jifs-232581",0,"Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Authorship/Affiliation;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;",NA,"2025"
65253,"Linguistic q-rung orthopair fuzzy multiple-attribute group decision making based on the grey similarity degree and PROMETHEE II method","(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;","School of Mathematical Sciences, Anhui University, Hefei, Anhui, China; Anhui University Center for Applied Mathematics, Anhui University, Hefei, Anhui, China;","Journal of Intelligent & Fuzzy Systems","IOS Press (bought by Sage November 2023)","China",2025-01-15,"10.3233/JIFS-219434",0,"6/16/2022 0:00","10.3233/jifs-220579",0,"Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Authorship/Affiliation;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;",NA,"2025"
65251,"Methodology for evaluating the ideological and political education quality of chinese universities based on fuzzy number intuitionistic fuzzy multiple-attribute decision-making","(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;(SOC) Education;(SOC) Philosophy;(SOC) Political Science;","Tianjin University of Sport, Tianjin, China; Hebei North University, Zhangjiakou, Hebei, China;","Journal of Intelligent & Fuzzy Systems","IOS Press (bought by Sage November 2023)","China",2025-01-15,"10.3233/JIFS-219434",0,"4/15/2023 0:00","10.3233/jifs-224145",0,"Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;",NA,"2025"
65250,"Matrix methods for some new covering-based multigranulation fuzzy rough set models under fuzzy complementary β-neighborhoods","(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;","Department of Basic Education, Xi’an Traffic Engineering University, Xi’an, China;","Journal of Intelligent & Fuzzy Systems","IOS Press (bought by Sage November 2023)","China",2025-01-15,"10.3233/JIFS-219434",0,"1/29/2024 0:00","10.3233/jifs-224323",0,"Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Authorship/Affiliation;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;",NA,"2025"
65244,"IT2 fuzzy adaptive containment control for fractional-order heterogeneous multi-agent systems with input saturation","(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;","Department of Mathematics, Taizhou University, Zhejiang Province, China;","Journal of Intelligent & Fuzzy Systems","IOS Press (bought by Sage November 2023)","China",2025-01-15,"10.3233/JIFS-219434",0,"6/26/2023 0:00","10.3233/jifs-231350",0,"Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Authorship/Affiliation;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;",NA,"2025"
65242,"Investment decision making in the fuzzy context: An integrated model approach","(B/T) Business - Economics;(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;","School of Mathematics and Physics, Anhui University of Technology, Ma’anshan, Anhui, China; School of Mathematics, Thapar Institute of Engineering & Technology (Deemed University), Patiala, Punjab, India; Department of Mathematics, Graphics Era Deemed to be University, Dehradun, Uttarakhand, India; Applied Science Research Center, Applied Science Private University, Amman, Jordan;","Journal of Intelligent & Fuzzy Systems","IOS Press (bought by Sage November 2023)","China;India;Jordan",2025-01-15,"10.3233/JIFS-219434",0,"11/25/2022 0:00","10.3233/jifs-223059",0,"Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Authorship/Affiliation;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;",NA,"2025"
65241,"Intuitionistic fuzzy geometric aggregation operators based on Yager’s triangular norms and its application in multi-criteria decision making","(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;","School of Economics and Management, Guangxi Normal University, Guilin, China;","Journal of Intelligent & Fuzzy Systems","IOS Press (bought by Sage November 2023)","China",2025-01-15,"10.3233/JIFS-219434",0,"10/25/2023 0:00","10.3233/jifs-234906",0,"Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;",NA,"2025"
65240,"Interval-valued dual hesitant fuzzy uncertain linguistic aggregation operators in multiple attribute decision making","(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;","School of Business, Sichuan Normal University, Chengdu, P.R. China;","Journal of Intelligent & Fuzzy Systems","IOS Press (bought by Sage November 2023)","China",2025-01-15,"10.3233/JIFS-219434",0,"8/3/2017 0:00","10.3233/jifs-161811",0,"Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Authorship/Affiliation;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;","see also: https://pubpeer.com/publications/34C9773383EEB1318F64871FD2F2DD","2025"
65239,"Interval type-2 trapezoidal fuzzy multi-attribute decision-making method and its application to the corporate investment selection","(B/T) Business - Economics;(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;","School of Business, Anhui University, Hefei, Anhui, China; Anhui University Center for Applied Mathematics, Anhui University, Hefei, China; School of Mathematical Sciences, Anhui University, Hefei, China;","Journal of Intelligent & Fuzzy Systems","IOS Press (bought by Sage November 2023)","China",2025-01-15,"10.3233/JIFS-219434",0,"5/24/2023 0:00","10.3233/jifs-230310",0,"Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Authorship/Affiliation;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;",NA,"2025"
65237,"Interaction and risk preference-based group decision-making with intuitionistic fuzzy preference relations","(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;","School of Public Policy and Administration, Nanchang University, Nanchang, P. R. China; School of Economics and Management, Tongji University, Shanghai, China; School of Mathematics and Computer Sciences, Nanchang University, Nanchang, P. R. China;","Journal of Intelligent & Fuzzy Systems","IOS Press (bought by Sage November 2023)","China",2025-01-15,"10.3233/JIFS-219434",0,"1/13/2024 0:00","10.3233/jifs-233543",0,"Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;",NA,"2025"
65233,"Integrating interval-valued intuitionistic fuzzy multiple-attribute decision-making for teaching quality evaluation of visual communication design","(B/T) Data Science;(HUM) Arts - General;(SOC) Education;","Cheung Kong School of Art & Design, Shantou University, Shantou, Guangdong, China;","Journal of Intelligent & Fuzzy Systems","IOS Press (bought by Sage November 2023)","China",2025-01-15,"10.3233/JIFS-219434",0,"12/26/2023 0:00","10.3233/jifs-235960",0,"Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Authorship/Affiliation;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;","ACM information page for the original article: https://dl.acm.org/doi/abs/10.3233/JIFS-235960 See also: https://pubpeer.com/publications/231DA8F2340E1153E24F2549F9E90C","2025"
65232,"Integrated MAGDM framework based on spherical fuzzy sets for teaching quality evaluation of ideological and political courses in universities","(B/T) Data Science;(SOC) Education;(SOC) Political Science;","Marxism College, Guangzhou Maritime University, Guangzhou, Guangdong, China; Library Information Center, Guangzhou Maritime University, Guangzhou, Guangdong, China;","Journal of Intelligent & Fuzzy Systems","IOS Press (bought by Sage November 2023)","China",2025-01-15,"10.3233/JIFS-219434",0,"6/9/2023 0:00","10.3233/jifs-231714",0,"Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Authorship/Affiliation;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;",NA,"2025"
65227,"Improved multi-level fuzzy integrated assessment algorithm for tourism environment carrying ability based on cloud model","(B/T) Business - General;(B/T) Data Science;(ENV) Environmental Sciences;","Chizhou University, Anhui, China; Department of Industrial Engineering and Management, National Kaohsiung University of Science and Technology, Kaohsiung City, Taiwan; Department of Tourism Management, National Kaohsiung University of Science and Technology, Kaohsiung City, Taiwan;","Journal of Intelligent & Fuzzy Systems","IOS Press (bought by Sage November 2023)","China;Taiwan",2025-01-15,"10.3233/JIFS-219434",0,"8/5/2023 0:00","10.3233/jifs-232982",0,"Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Authorship/Affiliation;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;","ACM information page for the original article: https://dl.acm.org/doi/abs/10.3233/JIFS-232982","2025"
65218,"Hesitant fuzzy β-covering (T, I) rough set models: An application to multi-attribute decision-making","(B/T) Business - Management;(B/T) Data Science;","School of Mathematics, Southwest Jiaotong University, Chengdu, P.R. China; School of Computing and Artificial Intelligence, Southwest Jiaotong University, Chengdu, P.R. China;","Journal of Intelligent & Fuzzy Systems","IOS Press (bought by Sage November 2023)","China",2025-01-15,"10.3233/JIFS-219434",0,"4/4/2023 0:00","10.3233/jifs-223842",0,"Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Authorship/Affiliation;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;",NA,"2025"
65210,"Grey relational analysis method based on cumulative prospect theory for intuitionistic fuzzy multi-attribute group decision making","(B/T) Business - Management;(B/T) Data Science;","School of Economics and Management, Sichuan Normal University, Chengdu, P.R. China; School of Business, Sichuan Normal University, Chengdu, P.R. China; School of Accounting, South western University of Finance and Economics, Chengdu, P.R. China;","Journal of Intelligent & Fuzzy Systems","IOS Press (bought by Sage November 2023)","China",2025-01-15,"10.3233/JIFS-219434",0,"8/26/2021 0:00","10.3233/jifs-211461",0,"Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;False/Forged Authorship;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;","ACM information page for the original article: https://dl.acm.org/doi/abs/10.3233/jifs-211461 See also: https://pubpeer.com/publications/380F42B77757CCCB477D3720DE58BC","2025"
65208,"Green supplier selection in steel industry with intuitionistic fuzzy Taxonomy method","(B/T) Business - Manufacturing;(B/T) Data Science;(ENV) Environmental Sciences;","School of Business, Sichuan Normal University, Chengdu, P.R. China; School of Statistics, Southwestern University of Finance and Economics, Chengdu, P.R. China; School of Finance, Yunnan University of Finance and Economics, Kunming P.R. China;","Journal of Intelligent & Fuzzy Systems","IOS Press (bought by Sage November 2023)","China",2025-01-15,"10.3233/JIFS-219434",0,"7/31/2020 0:00","10.3233/jifs-200709",0,"Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Authorship/Affiliation;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;","ACM information page for the original article: https://dl.acm.org/doi/abs/10.3233/jifs-200709 See also: https://pubpeer.com/publications/785EA9D380588B630B7391CBE4E70F","2025"
